id_symbol_primary,id_protein_name,id_geneID,chromosome,start,end,strand
TREML1,triggering receptor expressed on myeloid cells like 1,340205,6,41149097,41158450,-
TREM2,triggering receptor expressed on myeloid cells 2,54209,6,41158508,41163116,-
TREML2,triggering receptor expressed on myeloid cells like 2,79865,6,41189749,41201233,-
TREML4,triggering receptor expressed on myeloid cells like 4,285852,6,41228287,41239386,+
TREM1,triggering receptor expressed on myeloid cells 1,54210,6,41267385,41286692,-
NCR2,natural cytotoxicity triggering receptor 2,9436,6,41335608,41350889,+
FOXP4,forkhead box P4,116113,6,41546381,41602384,+
MDFI,MyoD family inhibitor,4188,6,41637018,41654246,+
TFEB,transcription factor EB,7942,6,41683978,41736223,-
PGC,progastricsin,5225,6,41736711,41747397,-
FRS3,fibroblast growth factor receptor substrate 3,10817,6,41770176,41779900,-
PRICKLE4,prickle planar cell polarity protein 4,29964,6,41780782,41787452,+
TOMM6,translocase of outer mitochondrial membrane 6,100188893,6,41787694,41789895,+
USP49,ubiquitin specific peptidase 49,25862,6,41789896,41895375,-
MED20,mediator complex subunit 20,9477,6,41905354,41921139,-
BYSL,bystin like,705,6,41921499,41933046,+
CCND3,cyclin D3,896,6,41934933,42048894,-
TAF8,TATA-box binding protein associated factor 8,129685,6,42050522,42083278,+
GUCA1ANB,GUCA1A neighbor,114841037,6,42155406,42163418,+
GUCA1A,guanylate cyclase activator 1A,2978,6,42173364,42180056,+
GUCA1B,guanylate cyclase activator 1B,2979,6,42183284,42194956,-
MRPS10,mitochondrial ribosomal protein S10,55173,6,42206801,42217870,-
TRERF1,transcriptional regulating factor 1,55809,6,42224931,42452224,-
UBR2,ubiquitin protein ligase E3 component n-recognin 2,23304,6,42563954,42693505,+
PRPH2,peripherin 2,5961,6,42694509,42723039,-
TBCC,tubulin folding cofactor C,6903,6,42744498,42746103,-
BICRAL,BICRA like chromatin remodeling complex associated protein,23506,6,42746987,42868558,+
RPL7L1,ribosomal protein L7 like 1,285855,6,42879616,42889900,+
PTCRA,pre T cell antigen receptor alpha,171558,6,42915597,42925838,+
CNPY3,canopy FGF signaling regulator 3,10695,6,42928002,42939294,+
CNPY3-GNMT,CNPY3-GNMT readthrough,107080644,6,42929480,42963880,+
GNMT,glycine N-methyltransferase,27232,6,42960754,42963880,+
PEX6,peroxisomal biogenesis factor 6,5190,6,42963865,42980224,-
MEA1,male-enhanced antigen 1,4201,6,42980344,43017086,-
PPP2R5D,protein phosphatase 2 regulatory subunit B'delta,5528,6,42984570,43012342,+
KLHDC3,kelch domain containing 3,116138,6,43014249,43021294,+
RRP36,ribosomal RNA processing 36,88745,6,43021623,43029599,+
CUL7,cullin 7,9820,6,43037617,43053945,-
MRPL2,mitochondrial ribosomal protein L2,51069,6,43054029,43060180,-
KLC4,kinesin light chain 4,89953,6,43059631,43075093,+
PTK7,protein tyrosine kinase 7 (inactive),5754,6,43076314,43161717,+
SRF,serum response factor,6722,6,43171269,43181506,+
CUL9,cullin 9,23113,6,43182170,43224587,+
DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,10591,6,43225629,43229481,-
TTBK1,tau tubulin kinase 1,84630,6,43243481,43288259,+
SLC22A7,solute carrier family 22 member 7,10864,6,43295710,43305538,+
CRIP3,cysteine rich protein 3,401262,6,43305472,43308826,-
ZNF318,zinc finger protein 318,24149,6,43336070,43369647,-
ABCC10,ATP binding cassette subfamily C member 10,89845,6,43427538,43451994,+
DLK2,delta like non-canonical Notch ligand 2,65989,6,43450352,43456632,-
TJAP1,tight junction associated protein 1,93643,6,43477523,43506556,+
LRRC73,leucine rich repeat containing 73,221424,6,43506968,43510346,-
YIPF3,Yip1 domain family member 3,25844,6,43511832,43516926,-
POLR1C,RNA polymerase I and III subunit C,9533,6,43517089,44461400,+
XPO5,exportin 5,57510,6,43522334,43576038,-
POLH,DNA polymerase eta,5429,6,43576147,43620523,+
GTPBP2,GTP binding protein 2,54676,6,43620492,43631309,-
MAD2L1BP,MAD2L1 binding protein,9587,6,43629540,43640941,+
RSPH9,radial spoke head component 9,221421,6,43645030,43672600,+
MRPS18A,mitochondrial ribosomal protein S18A,55168,6,43671202,43687793,-
VEGFA,vascular endothelial growth factor A,7422,6,43770209,43786487,+
MRPL14,mitochondrial ribosomal protein L14,64928,6,44113451,44127452,-
TMEM63B,transmembrane protein 63B,55362,6,44126628,44155519,+
CAPN11,calpain 11,11131,6,44158811,44184401,+
MYMX,myomixer-2C myoblast fusion factor,101929726,6,44192365,44218236,+
SLC29A1,solute carrier family 29 member 1 (Augustine blood group),2030,6,44219587,44234144,+
HSP90AB1,heat shock protein 90 alpha family class B member 1,3326,6,44246194,44253883,+
SLC35B2,solute carrier family 35 member B2,347734,6,44254101,44257890,-
NFKBIE,NFKB inhibitor epsilon,4794,6,44258166,44265551,-
TMEM151B,transmembrane protein 151B,441151,6,44270450,44279444,+
TCTE1,t-complex-associated-testis-expressed 1,202500,6,44278734,44297805,-
AARS2,alanyl-tRNA synthetase 2-2C mitochondrial,57505,6,44297850,44313358,-
SPATS1,spermatogenesis associated serine rich 1,221409,6,44342650,44380179,+
CDC5L,cell division cycle 5 like,988,6,44387706,44450425,+
SUPT3H,SPT3 homolog-2C SAGA and STAGA complex component,8464,6,44809057,45378051,-
RUNX2,RUNX family transcription factor 2,860,6,45328330,45551082,+
CLIC5,chloride intracellular channel 5,53405,6,45898451,46129819,-
ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,22875,6,46129989,46146688,+
ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,59084,6,46159182,46171006,-
RCAN2,regulator of calcineurin 2,10231,6,46220731,46491970,-
CYP39A1,cytochrome P450 family 39 subfamily A member 1,51302,6,46549580,46652849,-
SLC25A27,solute carrier family 25 member 27,9481,6,46652945,46678190,+
TDRD6,tudor domain containing 6,221400,6,46680268,46704319,+
PLA2G7,phospholipase A2 group VII,7941,6,46700558,46735836,-
ANKRD66,ankyrin repeat domain 66,100287718,6,46746929,46759506,+
MEP1A,meprin A subunit alpha,4224,6,46793384,46845987,+
ADGRF5,adhesion G protein-coupled receptor F5,221395,6,46852522,46954954,-
ADGRF1,adhesion G protein-coupled receptor F1,266977,6,46997708,47042350,-
TNFRSF21,TNF receptor superfamily member 21,27242,6,47231532,47309905,-
CD2AP,CD2 associated protein,23607,6,47477746,47627263,+
ADGRF2,adhesion G protein-coupled receptor F2,222611,6,47656472,47697794,+
ADGRF4,adhesion G protein-coupled receptor F4,221393,6,47698580,47722014,+
OPN5,opsin 5,221391,6,47782032,47831088,+
PTCHD4,patched domain containing 4,442213,6,47856673,48111197,-
MMUT,methylmalonyl-CoA mutase,4594,6,49430360,49463298,-
CENPQ,centromere protein Q,55166,6,49463327,49493107,+
GLYATL3,glycine-N-acyltransferase like 3,389396,6,49499923,49528078,+
RHAG,Rh associated glycoprotein,6005,6,49605175,49636874,-
CRISP2,cysteine rich secretory protein 2,7180,6,49676665,49714198,-
CRISP3,cysteine rich secretory protein 3,10321,6,49727376,49744388,-
PGK2,phosphoglycerate kinase 2,5232,6,49785660,49787285,-
CRISP1,cysteine rich secretory protein 1,167,6,49833939,49877096,-
DEFB114,defensin beta 114,245928,6,49960249,49964164,-
DEFB113,defensin beta 113,245927,6,49968677,49969625,-
DEFB110,defensin beta 110,245913,6,50009138,50021994,-
DEFB112,defensin beta 112,245915,6,50042099,50049929,-
TFAP2D,transcription factor AP-2 delta,83741,6,50713526,50773033,+
TFAP2B,transcription factor AP-2 beta,7021,6,50817692,50847619,+
PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,5314,6,51614685,52087625,-
IL17A,interleukin 17A,3605,6,52186375,52190638,+
IL17F,interleukin 17F,112744,6,52236681,52245689,-
MCM3,minichromosome maintenance complex component 3,4172,6,52264015,52284742,-
PAQR8,progestin and adipoQ receptor family member 8,85315,6,52362151,52407777,+
EFHC1,EF-hand domain containing 1,114327,6,52420342,52497198,+
TRAM2,translocation associated membrane protein 2,9697,6,52497405,52577060,-
TMEM14A,transmembrane protein 14A,28978,6,52671099,52686588,+
GSTA2,glutathione S-transferase alpha 2,2939,6,52750087,52763475,-
GSTA1,glutathione S-transferase alpha 1,2938,6,52791371,52803827,-
GSTA5,glutathione S-transferase alpha 5,221357,6,52831692,52846245,-
GSTA3,glutathione S-transferase alpha 3,2940,6,52896646,52909799,-
GSTA4,glutathione S-transferase alpha 4,2941,6,52977952,52995332,-
CILK1,ciliogenesis associated kinase 1,22858,6,53001299,53061824,-
FBXO9,F-box protein 9,26268,6,53057807,53100873,+
GCM1,glial cells missing transcription factor 1,8521,6,53126961,53262803,-
ELOVL5,ELOVL fatty acid elongase 5,60481,6,53267404,53348950,-
GCLC,glutamate-cysteine ligase catalytic subunit,2729,6,53497341,53545101,-
KLHL31,kelch like family member 31,401265,6,53647916,53665854,-
LRRC1,leucine rich repeat containing 1,55227,6,53794497,53924125,+
MLIP,muscular LMNA interacting protein,90523,6,54018916,54266325,+
TINAG,tubulointerstitial nephritis antigen,27283,6,54307792,54390151,+
FAM83B,family with sequence similarity 83 member B,222584,6,54846323,54945099,+
HCRTR2,hypocretin receptor 2,3062,6,55106469,55284698,+
GFRAL,GDNF family receptor alpha like,389400,6,55327469,55402493,+
HMGCLL1,3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1,54511,6,55434373,55607573,-
BMP5,bone morphogenetic protein 5,653,6,55753653,55875590,-
COL21A1,collagen type XXI alpha 1 chain,81578,6,56056590,56394128,-
DST,dystonin,667,6,56457996,56954830,-
BEND6,BEN domain containing 6,221336,6,56954981,57027652,+
KIAA1586,KIAA1586,57691,6,57046691,57055739,+
ZNF451,zinc finger protein 451,26036,6,57088970,57170305,+
BAG2,BAG cochaperone 2,9532,6,57172326,57189833,+
RAB23,RAB23-2C member RAS oncogene family,51715,6,57186992,57222307,-
PRIM2,DNA primase subunit 2,5558,6,57314805,57646852,+
KHDRBS2,KH RNA binding domain containing-2C signal transduction associated 2,202559,6,61542670,62286225,-
LGSN,lengsin-2C lens protein with glutamine synthetase domain,51557,6,63275951,63567921,-
PTP4A1,protein tyrosine phosphatase 4A1,7803,6,63516440,63583588,+
PHF3,PHD finger protein 3,23469,6,63635802,63726011,+
EYS,eyes shut homolog,346007,6,63719980,65707226,-
ADGRB3,adhesion G protein-coupled receptor B3,577,6,68635282,69389506,+
LMBRD1,LMBR1 domain containing 1,55788,6,69674010,69797010,-
COL19A1,collagen type XIX alpha 1 chain,1310,6,69866556,70215063,+
COL9A1,collagen type IX alpha 1 chain,1297,6,70215061,70303084,-
FAM135A,family with sequence similarity 135 member A,57579,6,70413434,70561174,+
SDHAF4,succinate dehydrogenase complex assembly factor 4,135154,6,70566930,70589569,+
SMAP1,small ArfGAP 1,60682,6,70667883,70862015,+
B3GAT2,beta-1-2C3-glucuronyltransferase 2,135152,6,70856679,70957060,-
OGFRL1,opioid growth factor receptor like 1,79627,6,71288296,71309059,+
RIMS1,regulating synaptic membrane exocytosis 1,22999,6,71886550,72403145,+
KCNQ5,potassium voltage-gated channel subfamily Q member 5,56479,6,72621843,73198853,+
KHDC1L,KH domain containing 1 like,100129128,6,73223544,73225496,-
KHDC1,KH domain containing 1,80759,6,73241314,73310378,-
DPPA5,developmental pluripotency associated 5,340168,6,73353063,73354276,-
KHDC3L,KH domain containing 3 like-2C subcortical maternal complex member,154288,6,73362658,73364171,+
OOEP,oocyte expressed protein,441161,6,73368555,73369897,-
DDX43,DEAD-box helicase 43,55510,6,73394828,73417566,+
CGAS,cyclic GMP-AMP synthase,115004,6,73423711,73452297,-
MTO1,mitochondrial tRNA translation optimization 1,25821,6,73461737,73509236,+
EEF1A1,eukaryotic translation elongation factor 1 alpha 1,1915,6,73515750,73521032,-
SLC17A5,solute carrier family 17 member 5,26503,6,73593379,73653992,-
CD109,CD109 molecule,135228,6,73696203,73828313,+
COL12A1,collagen type XII alpha 1 chain,1303,6,75084326,75206262,-
COX7A2,cytochrome c oxidase subunit 7A2,1347,6,75237675,75250298,-
TMEM30A,transmembrane protein 30A,55754,6,75252924,75284792,-
FILIP1,filamin A interacting protein 1,27145,6,75291858,75493800,-
SENP6,SUMO specific peptidase 6,26054,6,75601864,75718281,+
MYO6,myosin VI,4646,6,75749203,75919537,+
IMPG1,interphotoreceptor matrix proteoglycan 1,3617,6,75921114,76072662,-
HTR1B,5-hydroxytryptamine receptor 1B,3351,6,77460924,77463491,-
MEI4,meiotic double-stranded break formation protein 4,101928601,6,77650274,77927045,+
IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1,134728,6,78867486,78979411,+
PHIP,pleckstrin homology domain interacting protein,55023,6,78934419,79078294,-
HMGN3,high mobility group nucleosomal binding domain 3,9324,6,79201245,79234682,-
LCA5,lebercilin LCA5,167691,6,79484991,79537430,-
SH3BGRL2,SH3 domain binding glutamate rich protein like 2,83699,6,79537633,79703659,+
ELOVL4,ELOVL fatty acid elongase 4,6785,6,79914814,79947553,-
TTK,TTK protein kinase,7272,6,80004147,80042651,+
BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,594,6,80106610,80469088,+
TENT5A,terminal nucleotidyltransferase 5A,55603,6,81745730,81752681,-
IBTK,inhibitor of Bruton tyrosine kinase,25998,6,82169987,82247747,-
TPBG,trophoblast glycoprotein,7162,6,82362983,82367420,+
UBE3D,ubiquitin protein ligase E3D,90025,6,82880834,83065841,-
DOP1A,DOP1 leucine zipper like protein A,23033,6,83067671,83171351,+
PGM3,phosphoglucomutase 3,5238,6,83150728,83193900,-
RWDD2A,RWD domain containing 2A,112611,6,83193355,83198935,+
ME1,malic enzyme 1,4199,6,83210402,83431078,-
PRSS35,serine protease 35,167681,6,83512534,83525704,+
SNAP91,synaptosome associated protein 91,9892,6,83552885,83709403,-
RIPPLY2,ripply transcriptional repressor 2,134701,6,83853360,83857515,+
CYB5R4,cytochrome b5 reductase 4,51167,6,83859689,83967423,+
MRAP2,melanocortin 2 receptor accessory protein 2,112609,6,84032621,84146278,+
CEP162,centrosomal protein 162,22832,6,84124250,84227889,-
TBX18,T-box transcription factor 18,9096,6,84732496,84764598,-
NT5E,5'-nucleotidase ecto,4907,6,85450083,85495784,+
SNX14,sorting nexin 14,57231,6,85505496,85593858,-
SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein,10492,6,85607784,85643862,-
HTR1E,5-hydroxytryptamine receptor 1E,3354,6,86936919,87020068,+
CGA,glycoprotein hormones-2C alpha polypeptide,1081,6,87085498,87095106,-
ZNF292,zinc finger protein 292,23036,6,87155565,87265943,+
GJB7,gap junction protein beta 7,375519,6,87282978,87329278,-
SMIM8,small integral membrane protein 8,57150,6,87322588,87342329,+
CFAP206,cilia and flagella associated protein 206,154313,6,87407972,87464465,+
SLC35A1,solute carrier family 35 member A1,10559,6,87472974,87512336,+
RARS2,arginyl-tRNA synthetase 2-2C mitochondrial,57038,6,87513938,87589996,-
ORC3,origin recognition complex subunit 3,23595,6,87590128,87677824,+
AKIRIN2,akirin 2,55122,6,87674860,87702233,-
SPACA1,sperm acrosome associated 1,81833,6,88046907,88066838,+
CNR1,cannabinoid receptor 1,1268,6,88139864,88167349,-
RNGTT,RNA guanylyltransferase and 5'-phosphatase,8732,6,88609897,88963618,-
PNRC1,proline rich nuclear receptor coactivator 1,10957,6,89080749,89085160,+
PM20D2,peptidase M20 domain containing 2,135293,6,89094818,89165565,+
SRSF12,serine and arginine rich splicing factor 12,135295,6,89095957,89118071,-
GABRR1,gamma-aminobutyric acid type A receptor subunit rho1,2569,6,89177504,89231288,-
GABRR2,gamma-aminobutyric acid type A receptor subunit rho2,2570,6,89254464,89315299,-
UBE2J1,ubiquitin conjugating enzyme E2 J1,51465,6,89326625,89353155,-
RRAGD,Ras related GTP binding D,58528,6,89364616,89412273,-
ANKRD6,ankyrin repeat domain 6,22881,6,89433152,89633834,+
LYRM2,LYR motif containing 2,57226,6,89632224,89638747,-
MDN1,midasin AAA ATPase 1,23195,6,89642498,89828021,-
CASP8AP2,caspase 8 associated protein 2,9994,6,89829880,89874436,+
GJA10,gap junction protein alpha 10,84694,6,89894469,89896120,+
BACH2,BTB domain and CNC homolog 2,60468,6,89926528,90296843,-
MAP3K7,mitogen-activated protein kinase kinase kinase 7,6885,6,90513579,90587072,-
EPHA7,EPH receptor A7,2045,6,93240020,93419584,-
MANEA,mannosidase endo-alpha,79694,6,95577535,95609452,+
FUT9,fucosyltransferase 9,10690,6,96015974,96215612,+
UFL1,UFM1 specific ligase 1,23376,6,96521806,96555276,+
FHL5,four and a half LIM domains 5,9457,6,96562574,96618626,+
GPR63,G protein-coupled receptor 63,81491,6,96794125,96837477,-
NDUFAF4,"NADH:ubiquinone oxidoreductase complex assembly factor 4",29078,6,96889315,96897891,-
KLHL32,kelch like family member 32,114792,6,96898083,97145030,+
MMS22L,MMS22 like-2C DNA repair protein,253714,6,97142161,97283437,-
POU3F2,POU class 3 homeobox 2,5454,6,98834574,98839458,+
FBXL4,F-box and leucine rich repeat protein 4,26235,6,98868535,98948006,-
FAXC,failed axon connections homolog-2C metaxin like GST domain containing,84553,6,99271161,99350056,-
COQ3,coenzyme Q3-2C methyltransferase,51805,6,99369401,99394223,-
PNISR,PNN interacting serine and arginine rich protein,25957,6,99398050,99426306,-
TSTD3,thiosulfate sulfurtransferase like domain containing 3,100130890,6,99425442,99579288,+
USP45,ubiquitin specific peptidase 45,85015,6,99432325,99515770,-
CCNC,cyclin C,892,6,99542387,99568814,-
PRDM13,PR/SET domain 13,59336,6,99606833,99615562,+
MCHR2,melanin concentrating hormone receptor 2,84539,6,99918519,99994223,-
SIM1,SIM bHLH transcription factor 1,6492,6,100385009,100464929,-
ASCC3,activating signal cointegrator 1 complex subunit 3,10973,6,100508194,100884455,-
GRIK2,glutamate ionotropic receptor kainate type subunit 2,2898,6,101393708,102070083,+
HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,57531,6,104728094,104859919,-
LIN28B,lin-28 homolog B,389421,6,104936999,105083332,+
BVES,blood vessel epicardial substance,11149,6,105096822,105137157,-
POPDC3,popeye domain containing 3,64208,6,105157900,105180014,-
PREP,prolyl endopeptidase,5550,6,105273218,105403102,-
PRDM1,PR/SET domain 1,639,6,106046729,106109938,+
ATG5,autophagy related 5,9474,6,106184476,106325789,-
CRYBG1,crystallin beta-gamma domain containing 1,202,6,106360717,106572017,+
RTN4IP1,reticulon 4 interacting protein 1,84816,6,106559237,106630921,-
QRSL1,glutaminyl-tRNA amidotransferase subunit QRSL1,55278,6,106629578,106668417,+
CD24,CD24 molecule,100133941,6,106969831,106976855,-
MTRES1,mitochondrial transcription rescue factor 1,51250,6,107028199,107051586,+
BEND3,BEN domain containing 3,57673,6,107065182,107115515,-
PDSS2,decaprenyl diphosphate synthase subunit 2,57107,6,107152557,107459681,-
SOBP,sine oculis binding protein homolog,55084,6,107490104,107661306,+
SCML4,Scm polycomb group protein like 4,256380,6,107697297,107845959,-
SEC63,SEC63 homolog-2C protein translocation regulator,11231,6,107867756,107958208,-
OSTM1,osteoclastogenesis associated transmembrane protein 1,28962,6,108041409,108074741,-
NR2E1,nuclear receptor subfamily 2 group E member 1,7101,6,108166022,108188809,+
SNX3,sorting nexin 3,8724,6,108211222,108261040,-
